frame,clase,conf,cx,cy,cz,dx,dy,dz,yaw_deg,n_pts,marco
3510,silla,0.929,-1.104,5.122,-0.325,0.414,0.214,0.275,35.4,779,mundo
3510,silla,0.787,1.629,3.416,0.463,0.367,0.272,0.08,-89.7,683,mundo
3513,silla,0.916,-0.936,5.013,-0.016,0.871,0.397,0.489,-10.0,3136,mundo
3513,silla,0.804,1.116,1.741,-0.457,0.324,0.061,0.123,-112.2,555,mundo
3516,silla,0.918,-0.891,5.077,0.219,0.584,0.15,0.564,168.0,1906,mundo
3516,silla,0.808,0.683,0.904,0.164,0.327,0.235,0.134,-112.5,659,mundo
3519,silla,0.941,-0.918,4.971,0.04,0.712,0.303,0.531,-12.6,2409,mundo
3519,silla,0.861,1.624,3.38,0.475,0.37,0.367,0.091,-99.9,1089,mundo
3522,silla,0.923,-1.065,5.038,-0.16,0.711,0.536,0.644,-159.3,2737,mundo
3522,silla,0.657,1.079,1.655,-0.451,0.431,0.065,0.192,-113.3,719,mundo
3525,silla,0.824,1.691,3.467,0.464,0.393,0.201,0.139,67.8,914,mundo
3525,silla,0.69,-1.054,4.953,-0.094,0.549,0.235,0.45,-178.6,1409,mundo
3528,silla,0.91,-0.902,5.081,0.194,0.548,0.2,0.424,176.3,1335,mundo
3528,ventana,0.795,-1.348,5.615,0.989,0.654,0.087,0.474,-108.4,1248,mundo
3528,silla,0.694,1.737,3.563,0.511,0.405,0.171,0.168,-104.3,882,mundo
3531,silla,0.912,-0.95,5.083,0.245,0.512,0.104,0.304,-178.8,917,mundo
3531,ventana,0.754,-0.932,5.309,0.56,0.443,0.238,0.048,178.2,740,mundo
3531,silla,0.69,1.776,3.685,0.486,0.506,0.143,0.269,-98.6,1225,mundo
3534,silla,0.928,-0.942,5.118,0.216,0.514,0.15,0.268,-178.9,857,mundo
3534,ventana,0.908,-0.788,5.336,0.57,0.44,0.203,0.451,-127.0,897,mundo
3534,silla,0.74,1.454,2.98,0.798,0.325,0.141,0.253,-99.5,916,mundo
3537,silla,0.971,-0.769,5.104,0.177,0.358,0.369,0.164,-161.0,718,mundo
3537,ventana,0.869,-1.279,5.565,0.726,0.854,0.295,0.176,116.5,1471,mundo
3537,silla,0.618,1.131,1.728,-0.458,0.432,0.065,0.196,-96.7,800,mundo
3540,ventana,0.95,-1.275,5.552,0.734,0.79,0.3,0.372,129.4,1150,mundo
3540,silla,0.935,-1.1,5.148,0.018,0.531,0.238,0.071,-154.9,633,mundo
3540,silla,0.479,0.69,0.929,0.21,0.281,0.217,0.164,-113.5,677,mundo
3543,ventana,0.951,-1.234,5.422,0.539,0.304,0.171,0.194,175.9,417,mundo
3543,silla,0.904,-0.905,5.193,0.241,0.478,0.132,0.186,172.0,706,mundo
3543,silla,0.519,1.796,3.694,0.54,0.44,0.124,0.196,-110.6,941,mundo
3546,ventana,0.984,-1.229,5.432,0.537,0.303,0.179,0.16,179.9,400,mundo
3546,silla,0.956,-0.962,5.239,0.214,0.543,0.235,0.155,174.3,885,mundo
3546,silla,0.534,-1.749,2.623,-0.402,0.458,0.442,0.458,89.7,1779,mundo
3546,silla,0.478,1.499,3.11,0.801,0.598,0.146,0.345,-96.3,1169,mundo
3549,ventana,0.965,-1.215,5.405,0.524,0.29,0.133,0.132,-175.4,223,mundo
3549,silla,0.957,-1.063,5.231,0.216,0.396,0.226,0.143,169.2,567,mundo
3549,mesa,0.422,-2.002,2.223,-0.524,0.233,0.023,0.042,129.1,185,mundo
3549,silla,0.417,-1.782,2.611,-0.398,0.395,0.535,0.475,81.1,1729,mundo
3552,ventana,0.972,-1.359,5.737,0.762,0.327,0.08,0.133,103.4,255,mundo
3552,silla,0.969,-0.99,5.241,0.211,0.568,0.232,0.152,173.6,845,mundo
3552,mesa,0.501,-1.692,2.126,0.47,0.226,0.229,0.073,-34.1,1104,mundo
3552,silla,0.453,1.707,3.525,0.503,0.27,0.146,0.139,35.4,713,mundo
3555,ventana,0.993,-1.133,5.4,0.523,0.273,0.125,0.156,-167.3,230,mundo
3555,silla,0.957,-1.077,5.243,0.165,0.732,0.341,0.216,174.1,1355,mundo
3558,silla,0.97,-1.023,5.238,0.162,0.734,0.311,0.221,172.9,1200,mundo
3558,ventana,0.963,-1.12,5.406,0.535,0.269,0.128,0.136,-167.9,224,mundo
3558,silla,0.624,-1.577,2.934,-0.488,0.446,0.163,0.404,-100.7,1547,mundo
3561,ventana,0.978,0.789,5.701,0.818,0.364,0.084,0.072,89.1,222,mundo
3561,silla,0.939,-1.039,5.226,0.183,0.718,0.237,0.221,173.4,1043,mundo
3561,silla,0.562,-1.362,2.348,0.062,0.431,0.303,0.466,-96.8,1812,mundo
3561,mesa,0.452,-1.679,2.159,0.401,0.564,0.307,0.382,-81.2,3089,mundo
3564,ventana,0.993,0.798,5.721,0.811,0.364,0.074,0.134,91.2,252,mundo
3564,silla,0.917,-1.065,5.234,0.176,0.748,0.254,0.22,171.3,1246,mundo
3564,silla,0.663,-1.725,2.605,-0.459,0.415,0.495,0.597,107.8,1968,mundo
3564,mesa,0.503,-1.65,2.071,0.394,0.533,0.296,0.377,-80.7,2851,mundo
3567,ventana,0.988,0.772,5.705,0.813,0.374,0.085,0.088,107.0,237,mundo
3567,silla,0.936,-1.0,5.225,0.196,0.624,0.217,0.188,174.4,979,mundo
3567,silla,0.745,-1.371,2.66,-0.016,0.445,0.225,0.436,-60.6,1104,mundo
3570,ventana,0.986,-0.662,5.348,0.586,0.366,0.115,0.064,-169.1,259,mundo
3570,silla,0.951,-1.008,5.235,0.192,0.615,0.239,0.218,174.8,995,mundo
3570,silla,0.633,-1.395,2.518,-0.092,0.778,0.294,0.786,-88.3,3260,mundo
3573,ventana,0.985,0.78,5.67,0.797,0.352,0.086,0.086,103.8,255,mundo
3573,silla,0.94,-0.998,5.243,0.157,0.618,0.306,0.235,175.8,1061,mundo
3573,silla,0.667,-1.407,2.688,-0.152,0.361,0.233,0.599,-70.2,1909,mundo
3576,ventana,0.987,-0.67,5.36,0.59,0.424,0.122,0.054,-169.6,286,mundo
3576,silla,0.934,-0.996,5.235,0.169,0.616,0.266,0.219,174.0,905,mundo
3576,silla,0.784,-1.359,2.347,0.088,0.43,0.283,0.415,-99.3,1584,mundo
3579,ventana,0.993,-0.971,5.371,0.539,0.33,0.071,0.069,164.5,226,mundo
3579,silla,0.916,-1.002,5.219,0.142,0.632,0.31,0.236,-179.9,1019,mundo
3579,silla,0.676,-1.401,2.668,-0.148,0.431,0.236,0.68,-69.1,1908,mundo
3579,mesa,0.515,-1.584,1.883,0.28,1.101,0.294,0.637,-57.6,5304,mundo
3582,ventana,0.995,0.728,5.675,1.197,0.51,0.152,0.981,-77.8,710,mundo
3582,silla,0.957,-0.95,5.231,0.267,0.506,0.138,0.119,-177.8,670,mundo
3582,silla,0.618,-1.662,2.541,-0.521,0.652,0.346,0.568,-88.9,1928,mundo
3582,mesa,0.512,-1.718,2.069,0.425,0.537,0.145,0.333,-83.4,2837,mundo
3585,ventana,0.984,0.771,5.678,0.866,0.305,0.078,0.077,105.0,217,mundo
3585,silla,0.941,-0.954,5.21,0.256,0.489,0.145,0.115,-178.8,463,mundo
3585,silla,0.787,-1.368,2.692,-0.033,0.397,0.254,0.399,-49.8,1221,mundo
3585,mesa,0.491,-1.722,2.096,0.445,0.644,0.158,0.304,-79.1,2725,mundo
3588,silla,0.974,-0.951,5.222,0.273,0.508,0.138,0.13,179.5,646,mundo
3588,ventana,0.97,0.689,5.692,1.202,0.736,0.211,0.635,-102.7,673,mundo
3588,silla,0.6,-1.411,2.812,-0.18,0.519,0.314,0.712,-61.4,2361,mundo
3588,mesa,0.477,-1.665,2.123,0.38,0.63,0.286,0.349,-74.3,2942,mundo
3591,ventana,0.974,-0.689,5.357,0.569,0.408,0.093,0.072,179.1,270,mundo
3591,silla,0.875,-1.084,5.236,0.18,0.78,0.281,0.154,175.3,1031,mundo
3591,silla,0.595,-1.696,2.614,-0.487,0.496,0.502,0.592,-105.8,1814,mundo
3591,mesa,0.411,-1.741,2.108,0.414,0.563,0.146,0.217,-82.3,1776,mundo
3594,ventana,0.974,-0.791,5.384,0.594,0.534,0.108,0.085,177.0,483,mundo
3594,silla,0.941,-1.044,5.233,0.152,0.75,0.288,0.222,168.4,1160,mundo
3594,silla,0.68,-1.731,2.614,-0.464,0.37,0.397,0.519,93.5,1546,mundo
3594,mesa,0.502,-1.727,2.173,0.401,0.523,0.233,0.321,-86.6,2726,mundo
3597,ventana,0.969,-0.704,5.35,0.565,0.375,0.12,0.126,175.1,347,mundo
3597,silla,0.968,-1.043,5.221,0.162,0.762,0.292,0.216,168.6,1120,mundo
3597,silla,0.737,-1.59,2.984,-0.483,0.42,0.171,0.353,-99.7,1533,mundo
3600,ventana,0.967,-0.751,5.35,0.599,0.456,0.094,0.082,178.3,385,mundo
3600,silla,0.941,-0.937,5.199,0.21,0.567,0.185,0.239,172.4,777,mundo
3600,silla,0.742,-1.363,2.623,-0.065,0.526,0.342,0.212,-158.7,2085,mundo
3600,mesa,0.41,-1.768,2.175,0.431,0.405,0.188,0.246,-92.8,1985,mundo
3603,ventana,0.968,0.763,5.648,0.948,0.411,0.084,0.195,-98.0,297,mundo
3603,silla,0.93,-0.956,5.209,0.225,0.537,0.169,0.205,170.9,786,mundo
3603,silla,0.578,-1.677,2.572,-0.44,0.922,0.372,0.23,135.9,2302,mundo
3606,ventana,0.959,-1.316,5.716,0.801,0.484,0.058,0.127,95.9,311,mundo
3606,silla,0.945,-0.959,5.212,0.229,0.547,0.173,0.174,173.3,771,mundo
3606,silla,0.644,-1.607,2.986,-0.485,0.28,0.266,0.377,-118.4,1390,mundo
3606,mesa,0.428,-1.729,2.187,0.406,0.385,0.209,0.267,-87.4,2089,mundo
3609,ventana,0.959,-0.693,5.375,0.569,0.44,0.127,0.132,174.7,328,mundo
3609,silla,0.938,-1.006,5.211,0.221,0.649,0.208,0.194,171.5,961,mundo
3609,silla,0.72,-1.4,2.632,-0.201,0.489,0.27,0.721,-79.2,2400,mundo
3612,ventana,0.967,-0.699,5.369,0.57,0.327,0.123,0.082,-174.8,229,mundo
3612,silla,0.93,-1.011,5.212,0.214,0.638,0.218,0.179,171.3,849,mundo
3612,silla,0.789,-1.407,2.657,-0.214,0.762,0.504,0.275,104.1,2698,mundo
3615,ventana,0.972,-0.723,5.375,0.565,0.386,0.139,0.105,-177.4,320,mundo
3615,silla,0.921,-0.998,5.199,-0.122,0.243,0.179,0.223,170.6,418,mundo
3615,silla,0.722,-1.406,2.691,-0.133,0.658,0.498,0.301,165.2,2563,mundo
3618,ventana,0.974,-0.746,5.389,0.599,0.447,0.109,0.064,-177.3,343,mundo
3618,silla,0.923,-1.018,5.217,0.238,0.636,0.217,0.146,174.7,888,mundo
3618,silla,0.746,-1.405,2.663,-0.288,0.469,0.275,0.53,-75.5,2069,mundo
3621,ventana,0.975,-0.743,5.387,0.592,0.485,0.122,0.086,-176.0,429,mundo
3621,silla,0.948,-1.013,5.212,0.218,0.624,0.173,0.189,171.8,840,mundo
3621,silla,0.691,-1.351,2.714,-0.186,0.464,0.23,0.714,-87.5,2249,mundo
3621,mesa,0.448,-1.678,2.072,0.406,0.403,0.272,0.367,146.8,2918,mundo
3624,ventana,0.978,-0.737,5.38,0.596,0.493,0.107,0.079,-177.3,427,mundo
3624,silla,0.949,-1.004,5.204,0.215,0.61,0.177,0.203,171.3,808,mundo
3624,silla,0.69,-1.639,3.035,-0.478,0.335,0.249,0.447,-106.8,1257,mundo
3627,ventana,0.978,-1.301,5.731,0.814,0.259,0.148,0.304,-100.3,479,mundo
3627,silla,0.939,-0.994,5.194,0.197,0.608,0.187,0.201,170.3,632,mundo
3627,silla,0.695,-1.366,2.665,-0.134,0.364,0.213,0.605,-83.0,2009,mundo
3627,mesa,0.438,-1.72,2.09,0.4,0.449,0.253,0.356,-45.7,2569,mundo
3630,ventana,0.977,-0.704,5.378,0.575,0.439,0.133,0.147,177.6,383,mundo
3630,silla,0.937,-0.95,5.17,0.206,0.512,0.159,0.171,170.9,518,mundo
3630,silla,0.687,-1.635,3.031,-0.475,0.378,0.243,0.42,-98.6,1271,mundo
3630,mesa,0.406,-1.731,2.098,0.406,0.446,0.258,0.369,-52.1,2699,mundo
3633,ventana,0.979,-0.686,5.367,0.584,0.407,0.137,0.157,169.7,386,mundo
3633,silla,0.955,-0.99,5.181,0.194,0.58,0.216,0.266,167.0,700,mundo
3633,silla,0.685,-1.371,2.677,-0.142,0.415,0.193,0.617,-75.7,2110,mundo
3633,mesa,0.497,-1.686,2.091,0.407,0.382,0.295,0.369,151.7,2740,mundo
3636,ventana,0.978,-1.336,5.704,0.893,0.482,0.067,0.249,78.0,470,mundo
3636,silla,0.941,-0.998,5.161,0.184,0.558,0.212,0.222,166.2,656,mundo
3636,silla,0.66,-1.34,2.637,-0.005,0.32,0.146,0.346,-75.5,1081,mundo
3636,mesa,0.474,-1.741,2.119,0.433,0.271,0.195,0.256,-110.3,2073,mundo
3639,ventana,0.979,-0.873,5.357,0.578,0.387,0.152,0.043,177.9,355,mundo
3639,silla,0.939,-1.005,5.174,0.211,0.566,0.156,0.262,168.4,775,mundo
3639,silla,0.699,-1.35,2.654,-0.174,0.391,0.187,0.7,-82.4,1920,mundo
3639,mesa,0.496,-1.748,2.126,0.454,0.267,0.214,0.274,-115.5,2198,mundo
3642,ventana,0.978,-1.331,5.709,0.92,0.389,0.088,0.232,-95.5,419,mundo
3642,silla,0.943,-0.992,5.193,0.194,0.558,0.226,0.297,166.6,858,mundo
3642,silla,0.735,-1.342,2.651,-0.14,0.32,0.141,0.642,-76.1,1667,mundo
3642,mesa,0.427,-1.764,2.14,0.455,0.272,0.245,0.301,-117.0,2430,mundo
3645,ventana,0.978,-0.875,5.35,0.587,0.35,0.131,0.036,177.6,277,mundo
3645,silla,0.946,-0.992,5.182,0.217,0.57,0.151,0.319,170.0,855,mundo
3645,silla,0.734,-1.349,2.643,-0.149,0.319,0.176,0.66,-84.6,1931,mundo
3645,mesa,0.518,-1.768,2.174,0.451,0.331,0.275,0.304,-107.8,2299,mundo
3648,ventana,0.981,0.77,5.734,0.883,0.437,0.062,0.253,81.3,282,mundo
3648,silla,0.942,-0.949,5.183,0.212,0.478,0.192,0.248,167.8,690,mundo
3648,silla,0.625,-1.344,2.479,-0.084,0.728,0.206,0.767,-90.3,3456,mundo
3648,mesa,0.468,-1.731,2.186,0.443,0.338,0.287,0.316,-98.5,2528,mundo
3651,ventana,0.979,-0.676,5.335,0.577,0.417,0.142,0.107,169.6,354,mundo
3651,silla,0.952,-0.946,5.188,0.22,0.467,0.173,0.267,165.2,698,mundo
3651,silla,0.634,-1.369,2.747,-0.017,0.521,0.159,0.382,-80.7,1386,mundo
3654,ventana,0.976,-0.706,5.362,0.586,0.413,0.137,0.156,169.6,401,mundo
3654,silla,0.927,-0.952,5.17,0.2,0.478,0.181,0.218,166.4,530,mundo
3654,silla,0.665,-1.401,2.35,0.089,0.453,0.332,0.406,-94.9,1884,mundo
3654,mesa,0.445,-1.748,2.127,0.412,0.473,0.279,0.373,-60.1,2681,mundo
3657,ventana,0.975,-0.74,5.362,0.599,0.489,0.086,0.073,-176.3,391,mundo
3657,silla,0.932,-0.946,5.173,0.208,0.478,0.178,0.151,169.6,521,mundo
3657,silla,0.693,-1.615,2.96,-0.464,0.383,0.225,0.405,-103.0,1275,mundo
3657,mesa,0.454,-1.743,2.112,0.42,0.476,0.257,0.371,-48.6,2690,mundo
3660,ventana,0.977,-1.321,5.757,0.802,0.384,0.073,0.054,96.5,231,mundo
3660,silla,0.945,-0.923,5.213,0.263,0.454,0.134,0.211,170.3,740,mundo
3660,silla,0.621,-1.585,2.931,-0.455,0.407,0.345,0.305,-84.9,1544,mundo
3663,ventana,0.974,-1.335,5.764,0.787,0.34,0.055,0.06,102.0,201,mundo
3663,silla,0.938,-0.983,5.219,0.21,0.58,0.218,0.323,162.8,932,mundo
3663,silla,0.651,-1.362,2.348,0.119,0.446,0.249,0.358,-97.7,1465,mundo
3663,mesa,0.447,-1.763,2.169,0.452,0.325,0.287,0.313,-112.7,2563,mundo
3666,ventana,0.972,-1.051,5.398,0.541,0.183,0.118,0.134,-174.1,151,mundo
3666,silla,0.94,-1.006,5.194,0.201,0.611,0.191,0.266,170.4,848,mundo
3666,silla,0.709,-1.499,2.816,-0.378,0.58,0.267,0.335,-45.8,2132,mundo
3669,ventana,0.967,-0.974,5.37,0.544,0.31,0.103,0.124,165.7,296,mundo
3669,silla,0.947,-0.741,5.065,0.129,0.217,0.134,0.132,-148.9,228,mundo
3669,silla,0.72,-1.397,2.324,0.105,0.572,0.368,0.297,79.5,2004,mundo
3669,mesa,0.456,-1.741,2.168,0.429,0.319,0.246,0.27,-103.2,2262,mundo
3672,ventana,0.966,0.766,5.696,0.926,0.316,0.054,0.35,-75.6,283,mundo
3672,silla,0.942,-0.981,5.205,0.119,0.618,0.368,0.292,168.7,1036,mundo
3672,silla,0.705,-1.363,2.714,-0.206,0.738,0.491,0.247,147.1,2707,mundo
3672,mesa,0.454,-1.757,2.167,0.409,0.376,0.2,0.221,-88.0,1515,mundo
3675,ventana,0.962,0.758,5.686,0.929,0.383,0.089,0.278,-100.0,278,mundo
3675,silla,0.945,-0.773,5.105,0.144,0.268,0.166,0.12,178.0,294,mundo
3675,silla,0.625,-1.56,2.914,-0.448,0.268,0.171,0.272,102.9,1215,mundo
3675,mesa,0.435,-1.729,2.157,0.429,0.338,0.273,0.296,-99.4,2406,mundo
3678,ventana,0.966,0.755,5.683,0.931,0.382,0.091,0.26,-100.1,294,mundo
3678,silla,0.933,-0.76,5.119,0.139,0.236,0.15,0.111,-176.9,278,mundo
3678,silla,0.731,-1.403,2.646,-0.221,0.768,0.429,0.325,120.1,2718,mundo
3681,ventana,0.966,0.757,5.677,0.929,0.385,0.087,0.253,-99.1,269,mundo
3681,silla,0.938,-0.99,5.152,-0.056,0.301,0.164,0.052,179.5,318,mundo
3681,silla,0.567,-1.426,2.652,-0.22,0.773,0.422,0.382,119.2,2977,mundo
3681,mesa,0.443,-1.741,2.157,0.439,0.35,0.245,0.284,-103.6,2550,mundo
3684,ventana,0.965,-0.85,5.397,0.596,0.307,0.105,0.046,179.6,228,mundo
3684,silla,0.933,-0.761,5.127,0.137,0.243,0.135,0.104,168.5,236,mundo
3684,silla,0.677,-1.412,2.636,-0.22,0.77,0.433,0.305,112.5,2465,mundo
3687,ventana,0.967,0.72,5.737,1.433,0.263,0.095,0.529,-66.2,311,mundo
3687,silla,0.935,-1.055,5.16,-0.036,0.443,0.162,0.043,178.9,391,mundo
3687,silla,0.611,-1.394,2.66,-0.218,0.767,0.516,0.258,107.1,2679,mundo
3687,mesa,0.436,-1.72,2.151,0.427,0.351,0.256,0.291,-99.6,2427,mundo
3690,ventana,0.969,-0.808,5.405,0.594,0.391,0.121,0.061,179.9,344,mundo
3690,silla,0.936,-0.761,5.135,0.14,0.281,0.187,0.106,177.4,353,mundo
3690,silla,0.603,-1.423,2.676,-0.205,0.768,0.358,0.385,118.0,2871,mundo
3693,ventana,0.974,0.762,5.671,0.939,0.381,0.087,0.218,85.3,281,mundo
3693,silla,0.918,-1.108,5.394,-0.412,0.306,0.261,0.213,-179.4,421,mundo
3693,silla,0.684,-1.422,2.617,-0.221,0.769,0.459,0.321,110.0,2777,mundo
3693,mesa,0.418,-1.733,2.133,0.368,0.433,0.265,0.278,-65.5,1854,mundo
3696,ventana,0.973,0.77,5.666,0.911,0.357,0.069,0.424,-82.7,328,mundo
3696,silla,0.933,-0.974,5.211,0.122,0.603,0.352,0.304,169.2,1081,mundo
3696,silla,0.668,-1.709,2.681,-0.549,0.619,0.205,0.551,-48.7,2058,mundo
3696,mesa,0.488,-1.741,2.126,0.4,0.436,0.27,0.328,-71.6,2614,mundo
3699,ventana,0.972,0.711,5.67,1.188,0.669,0.159,0.92,-67.5,668,mundo
3699,silla,0.95,-0.767,5.154,0.13,0.251,0.163,0.072,35.2,357,mundo
3699,silla,0.64,-1.42,2.616,-0.197,0.843,0.454,0.322,109.6,2694,mundo
3699,mesa,0.447,-1.693,2.145,0.413,0.3,0.31,0.331,-103.7,2487,mundo
